Player,Runs,Mins,BF,4s,6s,SR,Inns,Oppn,Ground,Date
Mashrafe Mortaza (BDESH),DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,21-Jan-09
TM Dilshan (SL),76,141,88,11,0,86.36,1,v Pakistan,Karachi,21-Jan-09
ST Jayasuriya (SL),19,34,17,4,0,111.76,1,v Pakistan,Karachi,21-Jan-09
KC Sangakkara (SL),16,29,22,3,0,72.72,1,v Pakistan,Karachi,21-Jan-09
SHT Kandamby (SL),59,100,79,4,0,74.68,1,v Pakistan,Karachi,21-Jan-09
DPMD Jayawardene (SL),24,59,34,1,0,70.58,1,v Pakistan,Karachi,21-Jan-09
CK Kapugedera (SL),44,71,39,2,2,112.82,1,v Pakistan,Karachi,21-Jan-09
MF Maharoof (SL),17,15,13,2,0,130.76,1,v Pakistan,Karachi,21-Jan-09
T Thushara (SL),8,9,7,0,0,114.28,1,v Pakistan,Karachi,21-Jan-09
M Muralitharan (SL),11*,11,7,1,0,157.14,1,v Pakistan,Karachi,21-Jan-09
KMDN Kulasekara (SL),0*,1,0,0,0,-,1,v Pakistan,Karachi,21-Jan-09
BAW Mendis (SL),DNB,-,-,-,-,-,1,v Pakistan,Karachi,21-Jan-09
Khurram Manzoor (PAK),1,4,2,0,0,50,2,v Sri Lanka,Karachi,21-Jan-09
Salman Butt (PAK),62,117,87,6,0,71.26,2,v Sri Lanka,Karachi,21-Jan-09
Younis Khan (PAK),4,8,6,1,0,66.66,2,v Sri Lanka,Karachi,21-Jan-09
Misbah-ul-Haq (PAK),1,4,2,0,0,50,2,v Sri Lanka,Karachi,21-Jan-09
Shoaib Malik (PAK),54,94,52,5,1,103.84,2,v Sri Lanka,Karachi,21-Jan-09
Kamran Akmal (PAK),6,17,10,0,0,60,2,v Sri Lanka,Karachi,21-Jan-09
Shahid Afridi (PAK),14,28,19,1,0,73.68,2,v Sri Lanka,Karachi,21-Jan-09
Sohail Tanvir (PAK),1,3,2,0,0,50,2,v Sri Lanka,Karachi,21-Jan-09
Umar Gul (PAK),0,6,6,0,0,0,2,v Sri Lanka,Karachi,21-Jan-09
Iftikhar Anjum (PAK),5,16,13,1,0,38.46,2,v Sri Lanka,Karachi,21-Jan-09
Shoaib Akhtar (PAK),1*,12,10,0,0,10,2,v Sri Lanka,Karachi,21-Jan-09
V Sibanda (ZIM),0,3,5,0,0,0,1,v Bangladesh,Dhaka,23-Jan-09
H Masakadza (ZIM),10,23,11,2,0,90.9,1,v Bangladesh,Dhaka,23-Jan-09
S Matsikenyeri (ZIM),10,37,27,1,0,37.03,1,v Bangladesh,Dhaka,23-Jan-09
T Taibu (ZIM),12,37,17,1,0,70.58,1,v Bangladesh,Dhaka,23-Jan-09
SC Williams (ZIM),38,63,46,5,0,82.6,1,v Bangladesh,Dhaka,23-Jan-09
P Utseya (ZIM),6,29,23,1,0,26.08,1,v Bangladesh,Dhaka,23-Jan-09
E Chigumbura (ZIM),7,18,19,0,0,36.84,1,v Bangladesh,Dhaka,23-Jan-09
KM Dabengwa (ZIM),21*,46,42,2,0,50,1,v Bangladesh,Dhaka,23-Jan-09
RW Price (ZIM),7,22,19,1,0,36.84,1,v Bangladesh,Dhaka,23-Jan-09
EC Rainsford (ZIM),1,11,9,0,0,11.11,1,v Bangladesh,Dhaka,23-Jan-09
CB Mpofu (ZIM),1*,6,4,0,0,25,1,v Bangladesh,Dhaka,23-Jan-09
Tamim Iqbal (BDESH),34,67,49,5,0,69.38,2,v Zimbabwe,Dhaka,23-Jan-09
Mehrab Hossain jnr (BDESH),2,42,25,0,0,8,2,v Zimbabwe,Dhaka,23-Jan-09
Mohammad Ashraful (BDESH),3,46,31,0,0,9.67,2,v Zimbabwe,Dhaka,23-Jan-09
Raqibul Hasan (BDESH),14,45,23,3,0,60.86,2,v Zimbabwe,Dhaka,23-Jan-09
Shakib Al Hasan (BDESH),33*,60,36,4,0,91.66,2,v Zimbabwe,Dhaka,23-Jan-09
Mushfiqur Rahim (BDESH),20*,36,31,3,0,64.51,2,v Zimbabwe,Dhaka,23-Jan-09
Mashrafe Mortaza (BDESH),DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,23-Jan-09
Mahmudullah (BDESH),DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,23-Jan-09
Naeem Islam (BDESH),DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,23-Jan-09
Nazmul Hossain (BDESH),DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,23-Jan-09
Rubel Hossain (BDESH),DNB,-,-,-,-,-,2,v Zimbabwe,Dhaka,23-Jan-09
SE Marsh (AUS),43,119,63,4,0,68.25,1,v South Africa,Sydney,23-Jan-09
DA Warner (AUS),69,96,60,6,2,115,1,v South Africa,Sydney,23-Jan-09
RT Ponting (AUS),29,50,27,3,0,107.4,1,v South Africa,Sydney,23-Jan-09
MEK Hussey (AUS),12,17,15,1,0,80,1,v South Africa,Sydney,23-Jan-09
DJ Hussey (AUS),36,70,44,2,0,81.81,1,v South Africa,Sydney,23-Jan-09
BJ Haddin (AUS),6,14,15,0,0,40,1,v South Africa,Sydney,23-Jan-09
JR Hopes (AUS),33,68,56,2,0,58.92,1,v South Africa,Sydney,23-Jan-09
MG Johnson (AUS),10,8,6,2,0,166.66,1,v South Africa,Sydney,23-Jan-09
NM Hauritz (AUS),7,6,4,1,0,175,1,v South Africa,Sydney,23-Jan-09
NW Bracken (AUS),6*,15,5,0,0,120,1,v South Africa,Sydney,23-Jan-09
SW Tait (AUS),0,7,1,0,0,0,1,v South Africa,Sydney,23-Jan-09
HM Amla (SA),13,27,19,1,0,68.42,2,v Australia,Sydney,23-Jan-09
HH Gibbs (SA),64,74,52,10,1,123.07,2,v Australia,Sydney,23-Jan-09
JH Kallis (SA),60,91,72,5,0,83.33,2,v Australia,Sydney,23-Jan-09
AB de Villiers (SA),5,13,4,1,0,125,2,v Australia,Sydney,23-Jan-09
JP Duminy (SA),9,27,23,1,0,39.13,2,v Australia,Sydney,23-Jan-09
ND McKenzie (SA),27,60,42,2,0,64.28,2,v Australia,Sydney,23-Jan-09
MV Boucher (SA),31*,97,44,1,0,70.45,2,v Australia,Sydney,23-Jan-09
JA Morkel (SA),40,33,22,6,1,181.81,2,v Australia,Sydney,23-Jan-09
J Botha (SA),4*,5,3,1,0,133.33,2,v Australia,Sydney,23-Jan-09
DW Steyn (SA),DNB,-,-,-,-,-,2,v Australia,Sydney,23-Jan-09
M Ntini (SA),DNB,-,-,-,-,-,2,v Australia,Sydney,23-Jan-09
TM Dilshan (SL),137*,221,139,10,0,98.56,1,v Pakistan,Lahore,24-Jan-09
ST Jayasuriya (SL),45,83,50,5,1,90,1,v Pakistan,Lahore,24-Jan-09
KC Sangakkara (SL),50,63,58,2,0,86.2,1,v Pakistan,Lahore,24-Jan-09
SHT Kandamby (SL),32,33,34,2,0,94.11,1,v Pakistan,Lahore,24-Jan-09
DPMD Jayawardene (SL),18,23,12,3,0,150,1,v Pakistan,Lahore,24-Jan-09
CK Kapugedera (SL),0,1,2,0,0,0,1,v Pakistan,Lahore,24-Jan-09
MF Maharoof (SL),8*,10,6,1,0,133.33,1,v Pakistan,Lahore,24-Jan-09
BAW Mendis (SL),DNB,-,-,-,-,-,1,v Pakistan,Lahore,24-Jan-09
M Muralitharan (SL),DNB,-,-,-,-,-,1,v Pakistan,Lahore,24-Jan-09
KMDN Kulasekara (SL),DNB,-,-,-,-,-,1,v Pakistan,Lahore,24-Jan-09
T Thushara (SL),DNB,-,-,-,-,-,1,v Pakistan,Lahore,24-Jan-09
Khurram Manzoor (PAK),3,28,19,0,0,15.78,2,v Sri Lanka,Lahore,24-Jan-09
Younis Khan (PAK),4,8,6,1,0,66.66,2,v Sri Lanka,Lahore,24-Jan-09
Salman Butt (PAK),0,2,1,0,0,0,2,v Sri Lanka,Lahore,24-Jan-09
Kamran Akmal (PAK),9,12,12,1,0,75,2,v Sri Lanka,Lahore,24-Jan-09
Shoaib Malik (PAK),19,63,32,2,0,59.37,2,v Sri Lanka,Lahore,24-Jan-09
Misbah-ul-Haq (PAK),0,7,7,0,0,0,2,v Sri Lanka,Lahore,24-Jan-09
Shahid Afridi (PAK),0,5,3,0,0,0,2,v Sri Lanka,Lahore,24-Jan-09
Umar Gul (PAK),27,43,35,3,1,77.14,2,v Sri Lanka,Lahore,24-Jan-09
Iftikhar Anjum (PAK),0,9,5,0,0,0,2,v Sri Lanka,Lahore,24-Jan-09
Sohail Khan (PAK),4,14,9,1,0,44.44,2,v Sri Lanka,Lahore,24-Jan-09
Saeed Ajmal (PAK),2*,7,8,0,0,25,2,v Sri Lanka,Lahore,24-Jan-09
SE Marsh (AUS),13,14,9,3,0,144.44,1,v South Africa,Adelaide,26-Jan-09
DA Warner (AUS),1,9,7,0,0,14.28,1,v South Africa,Adelaide,26-Jan-09
RT Ponting (AUS),63,87,70,9,0,90,1,v South Africa,Adelaide,26-Jan-09
MEK Hussey (AUS),28,75,37,1,1,75.67,1,v South Africa,Adelaide,26-Jan-09
DJ Hussey (AUS),24,41,29,3,0,82.75,1,v South Africa,Adelaide,26-Jan-09
BJ Haddin (AUS),3,9,10,0,0,30,1,v South Africa,Adelaide,26-Jan-09
CL White (AUS),30,61,54,1,1,55.55,1,v South Africa,Adelaide,26-Jan-09
JR Hopes (AUS),42,67,44,2,1,95.45,1,v South Africa,Adelaide,26-Jan-09
MG Johnson (AUS),0,7,7,0,0,0,1,v South Africa,Adelaide,26-Jan-09
BW Hilfenhaus (AUS),5,32,17,0,0,29.41,1,v South Africa,Adelaide,26-Jan-09
SW Tait (AUS),4*,8,6,0,0,66.66,1,v South Africa,Adelaide,26-Jan-09
HM Amla (SA),80*,157,103,7,0,77.66,2,v Australia,Adelaide,26-Jan-09
HH Gibbs (SA),38,36,29,8,0,131.03,2,v Australia,Adelaide,26-Jan-09
JH Kallis (SA),13,13,12,3,0,108.33,2,v Australia,Adelaide,26-Jan-09
AB de Villiers (SA),82*,106,85,6,1,96.47,2,v Australia,Adelaide,26-Jan-09
J Botha (SA),DNB,-,-,-,-,-,2,v Australia,Adelaide,26-Jan-09
JA Morkel (SA),DNB,-,-,-,-,-,2,v Australia,Adelaide,26-Jan-09
ND McKenzie (SA),DNB,-,-,-,-,-,2,v Australia,Adelaide,26-Jan-09
DW Steyn (SA),DNB,-,-,-,-,-,2,v Australia,Adelaide,26-Jan-09
JP Duminy (SA),DNB,-,-,-,-,-,2,v Australia,Adelaide,26-Jan-09
M Ntini (SA),DNB,-,-,-,-,-,2,v Australia,Adelaide,26-Jan-09
M Morkel (SA),DNB,-,-,-,-,-,2,v Australia,Adelaide,26-Jan-09
H Masakadza (ZIM),71,-,61,11,1,116.39,1,v Kenya,Mombasa,27-Jan-09
V Sibanda (ZIM),77,-,130,8,1,59.23,1,v Kenya,Mombasa,27-Jan-09
S Matsikenyeri (ZIM),6,-,21,0,0,28.57,1,v Kenya,Mombasa,27-Jan-09
SC Williams (ZIM),11,-,26,1,0,42.3,1,v Kenya,Mombasa,27-Jan-09
E Chigumbura (ZIM),79,-,38,3,7,207.89,1,v Kenya,Mombasa,27-Jan-09
F Mutizwa (ZIM),20,-,16,3,0,125,1,v Kenya,Mombasa,27-Jan-09
KM Dabengwa (ZIM),17,-,5,1,2,340,1,v Kenya,Mombasa,27-Jan-09
RW Price (ZIM),6*,-,4,1,0,150,1,v Kenya,Mombasa,27-Jan-09
P Utseya (ZIM),2*,-,2,0,0,100,1,v Kenya,Mombasa,27-Jan-09
AG Cremer (ZIM),DNB,-,-,-,-,-,1,v Kenya,Mombasa,27-Jan-09
EC Rainsford (ZIM),DNB,-,-,-,-,-,1,v Kenya,Mombasa,27-Jan-09
MA Ouma (KENYA),3,-,16,0,0,18.75,2,v Zimbabwe,Mombasa,27-Jan-09
SR Waters (KENYA),32,-,44,5,0,72.72,2,v Zimbabwe,Mombasa,27-Jan-09
AA Obanda (KENYA),6,-,6,0,1,100,2,v Zimbabwe,Mombasa,27-Jan-09
SO Tikolo (KENYA),37,-,43,4,0,86.04,2,v Zimbabwe,Mombasa,27-Jan-09
CO Obuya (KENYA),0,-,5,0,0,0,2,v Zimbabwe,Mombasa,27-Jan-09
JK Kamande (KENYA),74,-,86,6,2,86.04,2,v Zimbabwe,Mombasa,27-Jan-09
TM Odoyo (KENYA),0,-,5,0,0,0,2,v Zimbabwe,Mombasa,27-Jan-09
HA Varaiya (KENYA),34,-,64,2,0,53.12,2,v Zimbabwe,Mombasa,27-Jan-09
NN Odhiambo (KENYA),2,-,6,0,0,33.33,2,v Zimbabwe,Mombasa,27-Jan-09
LN Onyango (KENYA),2*,-,2,0,0,100,2,v Zimbabwe,Mombasa,27-Jan-09
PJ Ongondo (KENYA),0,-,2,0,0,0,2,v Zimbabwe,Mombasa,27-Jan-09
TM Dilshan (SL),0,3,3,0,0,0,1,v India,Dambulla,28-Jan-09
ST Jayasuriya (SL),107,166,114,10,1,93.85,1,v India,Dambulla,28-Jan-09
KC Sangakkara (SL),44,113,86,2,0,51.16,1,v India,Dambulla,28-Jan-09
SHT Kandamby (SL),17,41,32,1,0,53.12,1,v India,Dambulla,28-Jan-09
MF Maharoof (SL),35,41,27,2,1,129.62,1,v India,Dambulla,28-Jan-09
DPMD Jayawardene (SL),11,27,19,0,0,57.89,1,v India,Dambulla,28-Jan-09
CK Kapugedera (SL),15,23,11,0,1,136.36,1,v India,Dambulla,28-Jan-09
T Thushara (SL),12*,16,10,0,1,120,1,v India,Dambulla,28-Jan-09
KMDN Kulasekara (SL),0*,1,0,0,0,-,1,v India,Dambulla,28-Jan-09
BAW Mendis (SL),DNB,-,-,-,-,-,1,v India,Dambulla,28-Jan-09
M Muralitharan (SL),DNB,-,-,-,-,-,1,v India,Dambulla,28-Jan-09
G Gambhir (INDIA),62,105,68,5,0,91.17,2,v Sri Lanka,Dambulla,28-Jan-09
SR Tendulkar (INDIA),5,15,16,0,0,31.25,2,v Sri Lanka,Dambulla,28-Jan-09
SK Raina (INDIA),54,100,71,3,1,76.05,2,v Sri Lanka,Dambulla,28-Jan-09
Yuvraj Singh (INDIA),23,52,40,2,0,57.5,2,v Sri Lanka,Dambulla,28-Jan-09
MS Dhoni (INDIA),61*,85,65,5,0,93.84,2,v Sri Lanka,Dambulla,28-Jan-09
RG Sharma (INDIA),25*,44,30,3,0,83.33,2,v Sri Lanka,Dambulla,28-Jan-09
Z Khan (INDIA),DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,28-Jan-09
PP Ojha (INDIA),DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,28-Jan-09
MM Patel (INDIA),DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,28-Jan-09
YK Pathan (INDIA),DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,28-Jan-09
I Sharma (INDIA),DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,28-Jan-09
H Masakadza (ZIM),23,-,28,3,0,82.14,1,v Kenya,Mombasa,29-Jan-09
V Sibanda (ZIM),41,-,56,3,1,73.21,1,v Kenya,Mombasa,29-Jan-09
S Matsikenyeri (ZIM),90,-,95,8,1,94.73,1,v Kenya,Mombasa,29-Jan-09
KM Dabengwa (ZIM),25,-,29,2,0,86.2,1,v Kenya,Mombasa,29-Jan-09
MN Waller (ZIM),63,-,54,8,0,116.66,1,v Kenya,Mombasa,29-Jan-09
E Chigumbura (ZIM),68,-,29,10,3,234.48,1,v Kenya,Mombasa,29-Jan-09
F Mutizwa (ZIM),5,-,4,1,0,125,1,v Kenya,Mombasa,29-Jan-09
P Utseya (ZIM),5*,-,6,0,0,83.33,1,v Kenya,Mombasa,29-Jan-09
RW Price (ZIM),1*,-,1,0,0,100,1,v Kenya,Mombasa,29-Jan-09
AG Cremer (ZIM),DNB,-,-,-,-,-,1,v Kenya,Mombasa,29-Jan-09
T Mupariwa (ZIM),DNB,-,-,-,-,-,1,v Kenya,Mombasa,29-Jan-09
SR Waters (KENYA),0,-,3,0,0,0,2,v Zimbabwe,Mombasa,29-Jan-09
KO Otieno (KENYA),37,-,50,5,0,74,2,v Zimbabwe,Mombasa,29-Jan-09
AA Obanda (KENYA),2,-,9,0,0,22.22,2,v Zimbabwe,Mombasa,29-Jan-09
SO Tikolo (KENYA),56,-,48,6,2,116.66,2,v Zimbabwe,Mombasa,29-Jan-09
MA Ouma (KENYA),29,-,43,1,0,67.44,2,v Zimbabwe,Mombasa,29-Jan-09
JK Kamande (KENYA),8,-,8,1,0,100,2,v Zimbabwe,Mombasa,29-Jan-09
CO Obuya (KENYA),21,-,43,1,0,48.83,2,v Zimbabwe,Mombasa,29-Jan-09
HA Varaiya (KENYA),17,-,39,1,0,43.58,2,v Zimbabwe,Mombasa,29-Jan-09
NN Odhiambo (KENYA),3,-,9,0,0,33.33,2,v Zimbabwe,Mombasa,29-Jan-09
PJ Ongondo (KENYA),18*,-,19,0,2,94.73,2,v Zimbabwe,Mombasa,29-Jan-09
TM Odoyo (KENYA),absent,-,-,-,-,-,2,v Zimbabwe,Mombasa,29-Jan-09
HM Amla (SA),97,156,117,6,1,82.9,1,v Australia,Perth,30-Jan-09
HH Gibbs (SA),7,18,15,0,0,46.66,1,v Australia,Perth,30-Jan-09
ND McKenzie (SA),10,33,28,1,0,35.71,1,v Australia,Perth,30-Jan-09
AB de Villiers (SA),60,85,71,4,0,84.5,1,v Australia,Perth,30-Jan-09
JP Duminy (SA),60*,64,42,3,3,142.85,1,v Australia,Perth,30-Jan-09
JA Morkel (SA),14,12,12,2,0,116.66,1,v Australia,Perth,30-Jan-09
VB van Jaarsveld (SA),5,18,8,0,0,62.5,1,v Australia,Perth,30-Jan-09
J Botha (SA),14*,12,7,2,0,200,1,v Australia,Perth,30-Jan-09
LL Tsotsobe (SA),DNB,-,-,-,-,-,1,v Australia,Perth,30-Jan-09
WD Parnell (SA),DNB,-,-,-,-,-,1,v Australia,Perth,30-Jan-09
M Morkel (SA),DNB,-,-,-,-,-,1,v Australia,Perth,30-Jan-09
SE Marsh (AUS),5,8,11,1,0,45.45,2,v South Africa,Perth,30-Jan-09
DA Warner (AUS),22,58,29,1,1,75.86,2,v South Africa,Perth,30-Jan-09
RT Ponting (AUS),12,25,20,2,0,60,2,v South Africa,Perth,30-Jan-09
MJ Clarke (AUS),0,5,4,0,0,0,2,v South Africa,Perth,30-Jan-09
MEK Hussey (AUS),78,123,96,5,1,81.25,2,v South Africa,Perth,30-Jan-09
DJ Hussey (AUS),32,62,51,1,0,62.74,2,v South Africa,Perth,30-Jan-09
BJ Haddin (AUS),63,92,50,5,1,126,2,v South Africa,Perth,30-Jan-09
JR Hopes (AUS),11,23,14,0,0,78.57,2,v South Africa,Perth,30-Jan-09
MG Johnson (AUS),5,18,9,0,0,55.55,2,v South Africa,Perth,30-Jan-09
NW Bracken (AUS),5,13,8,0,0,62.5,2,v South Africa,Perth,30-Jan-09
BW Hilfenhaus (AUS),1*,4,3,0,0,33.33,2,v South Africa,Perth,30-Jan-09
SR Waters (KENYA),0,-,1,0,0,0,1,v Zimbabwe,Nairobi (Gym),31-Jan-09
KO Otieno (KENYA),19,-,39,4,0,48.71,1,v Zimbabwe,Nairobi (Gym),31-Jan-09
AA Obanda (KENYA),49,-,70,6,2,70,1,v Zimbabwe,Nairobi (Gym),31-Jan-09
SO Tikolo (KENYA),22,-,32,2,0,68.75,1,v Zimbabwe,Nairobi (Gym),31-Jan-09
MA Ouma (KENYA),33,-,43,1,0,76.74,1,v Zimbabwe,Nairobi (Gym),31-Jan-09
JK Kamande (KENYA),0,-,2,0,0,0,1,v Zimbabwe,Nairobi (Gym),31-Jan-09
CO Obuya (KENYA),55,-,63,4,1,87.3,1,v Zimbabwe,Nairobi (Gym),31-Jan-09
RR Patel (KENYA),3,-,10,0,0,30,1,v Zimbabwe,Nairobi (Gym),31-Jan-09
RL Bhudia (KENYA),22,-,15,1,1,146.66,1,v Zimbabwe,Nairobi (Gym),31-Jan-09
NN Odhiambo (KENYA),23,-,19,4,0,121.05,1,v Zimbabwe,Nairobi (Gym),31-Jan-09
PJ Ongondo (KENYA),5*,-,4,0,0,125,1,v Zimbabwe,Nairobi (Gym),31-Jan-09
H Masakadza (ZIM),24,-,29,4,0,82.75,2,v Kenya,Nairobi (Gym),31-Jan-09
V Sibanda (ZIM),18,-,30,3,0,60,2,v Kenya,Nairobi (Gym),31-Jan-09
S Matsikenyeri (ZIM),6,-,22,0,0,27.27,2,v Kenya,Nairobi (Gym),31-Jan-09
KM Dabengwa (ZIM),17,-,50,2,0,34,2,v Kenya,Nairobi (Gym),31-Jan-09
MN Waller (ZIM),5,-,19,0,0,26.31,2,v Kenya,Nairobi (Gym),31-Jan-09
E Chigumbura (ZIM),43,-,50,5,0,86,2,v Kenya,Nairobi (Gym),31-Jan-09
P Utseya (ZIM),68*,-,65,6,2,104.61,2,v Kenya,Nairobi (Gym),31-Jan-09
F Mutizwa (ZIM),38*,-,27,3,2,140.74,2,v Kenya,Nairobi (Gym),31-Jan-09
RW Price (ZIM),DNB,-,-,-,-,-,2,v Kenya,Nairobi (Gym),31-Jan-09
CB Mpofu (ZIM),DNB,-,-,-,-,-,2,v Kenya,Nairobi (Gym),31-Jan-09
AG Cremer (ZIM),DNB,-,-,-,-,-,2,v Kenya,Nairobi (Gym),31-Jan-09
V Sehwag (INDIA),42,58,26,7,0,161.53,1,v Sri Lanka,Colombo (RPS),31-Jan-09
SR Tendulkar (INDIA),6,11,9,0,0,66.66,1,v Sri Lanka,Colombo (RPS),31-Jan-09
G Gambhir (INDIA),27,31,28,4,0,96.42,1,v Sri Lanka,Colombo (RPS),31-Jan-09
Yuvraj Singh (INDIA),66,100,88,7,1,75,1,v Sri Lanka,Colombo (RPS),31-Jan-09
SK Raina (INDIA),29,74,43,0,1,67.44,1,v Sri Lanka,Colombo (RPS),31-Jan-09
MS Dhoni (INDIA),23,55,35,0,0,65.71,1,v Sri Lanka,Colombo (RPS),31-Jan-09
YK Pathan (INDIA),21,33,28,2,0,75,1,v Sri Lanka,Colombo (RPS),31-Jan-09
Z Khan (INDIA),17,35,23,0,1,73.91,1,v Sri Lanka,Colombo (RPS),31-Jan-09
P Kumar (INDIA),15,22,21,1,0,71.42,1,v Sri Lanka,Colombo (RPS),31-Jan-09
PP Ojha (INDIA),0*,1,0,0,0,-,1,v Sri Lanka,Colombo (RPS),31-Jan-09
I Sharma (INDIA),DNB,-,-,-,-,-,1,v Sri Lanka,Colombo (RPS),31-Jan-09
TM Dilshan (SL),8,13,8,1,0,100,2,v India,Colombo (RPS),31-Jan-09
ST Jayasuriya (SL),17,35,24,1,0,70.83,2,v India,Colombo (RPS),31-Jan-09
KC Sangakkara (SL),4,28,8,0,0,50,2,v India,Colombo (RPS),31-Jan-09
DPMD Jayawardene (SL),52,117,75,1,1,69.33,2,v India,Colombo (RPS),31-Jan-09
SHT Kandamby (SL),93*,195,129,9,0,72.09,2,v India,Colombo (RPS),31-Jan-09
CK Kapugedera (SL),31,36,29,3,0,106.89,2,v India,Colombo (RPS),31-Jan-09
MF Maharoof (SL),7,13,6,1,0,116.66,2,v India,Colombo (RPS),31-Jan-09
T Thushara (SL),7,15,8,0,0,87.5,2,v India,Colombo (RPS),31-Jan-09
M Muralitharan (SL),3,7,5,0,0,60,2,v India,Colombo (RPS),31-Jan-09
KMDN Kulasekara (SL),1,5,4,0,0,25,2,v India,Colombo (RPS),31-Jan-09
BAW Mendis (SL),0,3,0,0,0,-,2,v India,Colombo (RPS),31-Jan-09
SE Marsh (AUS),15,25,28,2,0,53.57,1,v New Zealand,Perth,1-Feb-09
DA Warner (AUS),7,36,18,0,0,38.88,1,v New Zealand,Perth,1-Feb-09
RT Ponting (AUS),5,18,13,0,0,38.46,1,v New Zealand,Perth,1-Feb-09
MJ Clarke (AUS),12,35,27,1,0,44.44,1,v New Zealand,Perth,1-Feb-09
DJ Hussey (AUS),13,34,26,1,0,50,1,v New Zealand,Perth,1-Feb-09
MEK Hussey (AUS),49,99,65,1,1,75.38,1,v New Zealand,Perth,1-Feb-09
BJ Haddin (AUS),31,57,54,1,1,57.4,1,v New Zealand,Perth,1-Feb-09
JR Hopes (AUS),18,35,30,1,0,60,1,v New Zealand,Perth,1-Feb-09
MG Johnson (AUS),20,27,17,3,0,117.64,1,v New Zealand,Perth,1-Feb-09
NW Bracken (AUS),0,4,4,0,0,0,1,v New Zealand,Perth,1-Feb-09
SW Tait (AUS),9*,18,10,2,0,90,1,v New Zealand,Perth,1-Feb-09
BB McCullum (NZ),0,2,2,0,0,0,2,v Australia,Perth,1-Feb-09
MJ Guptill (NZ),13,47,33,1,1,39.39,2,v Australia,Perth,1-Feb-09
PG Fulton (NZ),7,58,35,1,0,20,2,v Australia,Perth,1-Feb-09
LRPL Taylor (NZ),64,175,97,6,1,65.97,2,v Australia,Perth,1-Feb-09
GD Elliott (NZ),8,43,31,0,0,25.8,2,v Australia,Perth,1-Feb-09
NT Broom (NZ),29,52,50,2,0,58,2,v Australia,Perth,1-Feb-09
KD Mills (NZ),26,55,35,3,0,74.28,2,v Australia,Perth,1-Feb-09
DL Vettori (NZ),7*,26,9,0,0,77.77,2,v Australia,Perth,1-Feb-09
TG Southee (NZ),3,11,6,0,0,50,2,v Australia,Perth,1-Feb-09
JS Patel (NZ),2*,4,2,0,0,100,2,v Australia,Perth,1-Feb-09
IE O'Brien (NZ),DNB,-,-,-,-,-,2,v Australia,Perth,1-Feb-09
H Masakadza (ZIM),58,-,56,8,1,103.57,1,v Kenya,Nairobi (Gym),1-Feb-09
V Sibanda (ZIM),5,-,9,1,0,55.55,1,v Kenya,Nairobi (Gym),1-Feb-09
S Matsikenyeri (ZIM),9,-,24,1,0,37.5,1,v Kenya,Nairobi (Gym),1-Feb-09
SC Williams (ZIM),43,-,71,4,0,60.56,1,v Kenya,Nairobi (Gym),1-Feb-09
MN Waller (ZIM),0,-,1,0,0,0,1,v Kenya,Nairobi (Gym),1-Feb-09
E Chigumbura (ZIM),36,-,41,3,1,87.8,1,v Kenya,Nairobi (Gym),1-Feb-09
P Utseya (ZIM),51*,-,47,1,2,108.51,1,v Kenya,Nairobi (Gym),1-Feb-09
F Mutizwa (ZIM),61,-,45,4,3,135.55,1,v Kenya,Nairobi (Gym),1-Feb-09
AG Cremer (ZIM),4,-,6,1,0,66.66,1,v Kenya,Nairobi (Gym),1-Feb-09
RW Price (ZIM),DNB,-,-,-,-,-,1,v Kenya,Nairobi (Gym),1-Feb-09
CB Mpofu (ZIM),DNB,-,-,-,-,-,1,v Kenya,Nairobi (Gym),1-Feb-09
KO Otieno (KENYA),20,-,38,1,1,52.63,2,v Zimbabwe,Nairobi (Gym),1-Feb-09
SR Waters (KENYA),29,-,60,5,0,48.33,2,v Zimbabwe,Nairobi (Gym),1-Feb-09
AA Obanda (KENYA),96*,-,93,7,5,103.22,2,v Zimbabwe,Nairobi (Gym),1-Feb-09
SO Tikolo (KENYA),3,-,5,0,0,60,2,v Zimbabwe,Nairobi (Gym),1-Feb-09
MA Ouma (KENYA),11,-,30,0,0,36.66,2,v Zimbabwe,Nairobi (Gym),1-Feb-09
CO Obuya (KENYA),14,-,14,2,0,100,2,v Zimbabwe,Nairobi (Gym),1-Feb-09
RR Patel (KENYA),10,-,26,1,0,38.46,2,v Zimbabwe,Nairobi (Gym),1-Feb-09
RL Bhudia (KENYA),8,-,8,1,0,100,2,v Zimbabwe,Nairobi (Gym),1-Feb-09
NN Odhiambo (KENYA),8,-,10,0,1,80,2,v Zimbabwe,Nairobi (Gym),1-Feb-09
HA Varaiya (KENYA),9,-,6,0,0,150,2,v Zimbabwe,Nairobi (Gym),1-Feb-09
